Sno.,Acronym,Name,Current Price,Price Change Per Day,Price Change Per Week,Percentage Change Per Day,Percentage Change Per Week
6977,TCI05,Twin Cities,1.00,0.0000,Nan,0.0000,Nan
6978,TRT,Twin Roses Trad,3.67,3.6700,Nan,Nan,Nan
6979,TSE,Twinstar Ind,0.82,0.0000,-0.02,0.0000,-2.3800
6980,TFS,Kreon Fin Serv,3.75,0.0000,-0.05,0.0000,-1.32
6981,THL01,Typhoon Holding,0.00,0.0000,Nan,Nan,Nan
6982,TTC,Tyroon Tea,25.00,0.2000,0,0.8065,0
6983,UHZ,U. H. Zaveri,11.00,0.0000,0,0.0000,0
6984,GS04,U. Y. Fincorp,2.50,-0.1000,-0.10,-3.8462,-3.8500
6985,UBE,UB Engineering,7.94,0.0000,0,0.0000,0
6986,UI12,Ube Industries,2.60,0.4000,Nan,18.1818,Nan
6987,UFS,UCAL Fuel,117.90,-0.8500,5.05,-0.7158,4.4700
6988,UPS,UCAL Power Sys,2.40,-0.7000,Nan,-22.5806,Nan
6989,UL,UCIL Leasing,1.05,0.0500,Nan,5.0000,Nan
6990,UCO,UCO Bank,12.22,0.0400,0.04,0.3284,0.3300
6991,JKU,Udaipur Cement,10.73,0.0000,0.03,0.0000,0.2800
6992,UPF,Udaipur Phos,5.00,1.5000,Nan,42.8571,Nan
6993,UJI,Uday Jewellery,130.45,6.2000,18.30,4.9899,16.3200
6994,UFM,UFM Industries ,0.00,0.0000,Nan,Nan,Nan
6995,UMI03,UFO Moviez,80.50,5.4000,7.55,7.1904,10.3500
6996,UGH,UG Hotels,5.77,0.0000,0,0.0000,0
6997,USW,Ugar Sugar Work,14.31,-0.0900,-0.08,-0.6250,-0.5600
6998,CS08,Ugro Capital,92.90,-0.3500,0.35,-0.3753,0.38
6999,S18,Sreeleathers,132.05,-2.8000,0.50,-2.0764,0.3800
7000,UFS01,Ujjivan Financi,218.15,6.7500,12.50,3.1930,6.0800
7001,USF,Ujjivan Small,32.55,0.8000,0.65,2.5197,2.0400
7002,UIL01,Ultra Intermed,0.00,0.0000,Nan,Nan,Nan
7003,UP02,Uniphos Ent,63.20,-0.8000,1.50,-1.2500,2.4300
7004,UFL01,Uma Fabrics Ltd,0.00,0.0000,Nan,Nan,Nan
7005,UMM,Uma Maheshwari,8.00,0.0000,Nan,0.0000,Nan
7006,UIL,Umang India Ltd,0.00,0.0000,Nan,Nan,Nan
7007,UI01,Umedix India,1.10,-0.0500,Nan,-4.3478,Nan
7008,UMI01,UMI Special Stl,1.20,0.0000,Nan,0.0000,Nan
7009,UT03,Umiya Tubes,8.50,0.0500,-0.05,0.5917,-0.5800
7010,UMS,UMS Radio,52.90,-2.7500,Nan,-4.9416,Nan
7011,UAA,Uni Abex,370.00,15.0500,5.00,4.2400,1.3700
7012,UMA,Uni Metal Alloy,6.00,-1.0000,Nan,-14.2857,Nan
7013,UFL02,Unialkem Fertil,0.00,0.0000,Nan,Nan,Nan
7014,UL02,Unichem Labs,247.65,2.9000,0.15,1.1849,0.0600
7015,UNICK54150,Unick Fix-A- Fo,28.95,1.3500,-0.10,4.8913,-0.3400
7016,UO,Unicorn Organic,1.20,-0.2500,Nan,-17.2414,Nan
7017,UPI,Unicorn Pharma,0.00,0.0000,Nan,Nan,Nan
7018,UI02,Unicorp,17.05,-0.8000,Nan,-4.4818,Nan
7019,UA,Unified Agro,2.00,0.0000,Nan,0.0000,Nan
7020,UC02,Uniflex Cables,12.30,-0.7800,Nan,-5.9633,Nan
7021,UI14,Usha Intl,373.00,-1.8500,Nan,-0.4935,Nan
7022,UIC,Unijolly Invest,0.00,0.0000,Nan,Nan,Nan
7023,UI03,Unilite,1.00,0.0000,Nan,0.0000,Nan
7024,UF,Uniliv Foods,0.75,0.0000,Nan,0.0000,Nan
7025,UI04,Unimin India,0.46,0.0000,0,0.0000,0
7026,UO01,Unimode Oversea,15.00,0.0000,0,0.0000,0
7027,UBI01,Union Bank,24.30,-0.1000,0.05,-0.4098,0.2100
7028,UBI,Union Bearings,2.00,-0.1500,Nan,-6.9767,Nan
7029,UQP,Union Quality,20.95,0.0000,0,0.0000,0
7030,UI05,Uniplas,0.65,-0.1500,Nan,-18.7500,Nan
7031,UI16,Uniply Ind,4.12,-0.2100,-0.38,-4.8499,-8.4400
7032,UC01,Uniport Comp,0.64,-0.0600,Nan,-8.5714,Nan
7033,UT05,Unipro Technolo,2.16,0.0000,0,0.0000,0
7034,UI07,Uniproducts,38.75,-0.1500,Nan,-0.3856,Nan
7035,UAP,Unique Agro Pro,0.00,0.0000,Nan,Nan,Nan
7036,UED,Unique Estates,393.25,-96.7500,Nan,-19.7449,Nan
7037,UOI,Unique Oils Ind,0.00,0.0000,Nan,Nan,Nan
7038,UO02,Unique Organics,12.56,0.2400,0.94,1.9481,8.0900
7039,ULI,Uniroll Leather,1.00,0.0000,Nan,0.0000,Nan
7040,UME,Uniroyal Marine,15.25,0.0000,1.28,0.0000,9.16
7041,UUI,Unishire Urban,1.00,0.0000,0.04,0.0000,4.17
7042,KF12,Unistar Multime,0.82,0.0000,0,0.0000,0
7043,U,Unitech,1.44,-0.0300,-0.03,-2.0408,-2.0400
7044,UI13,Unitech Inter,5.35,0.2000,0.22,3.8835,4.2900
7045,UBO,United Bank,4.48,0.0000,-0.16,0.0000,-3.45
7046,UCF,United Credit,9.49,-0.1100,-0.70,-1.1458,-6.8700
7047,UDI,United Diagnost,0.00,0.0000,Nan,Nan,Nan
7048,UDL,United Diamonds,0.00,0.0000,Nan,Nan,Nan
7049,UDT,United Drilling,279.80,-3.7500,20.30,-1.3225,7.8200
7050,NOP,United Interact,25.60,0.0000,3.4,0.0000,15.32
7051,UL03,United Leasing,6.50,0.0000,0,0.0000,0
7052,UM,United Motors,31.50,0.0000,0,0.0000,0
7053,UNT,United Nilgiri,NT*,0.0000,Nan,0.0000,Nan
7054,USP,United Soyaa,0.00,0.0000,Nan,Nan,Nan
7055,US,Unisys Soft,3.24,0.0000,0,0.0000,0
7056,UT02,United Textiles,5.70,0.0000,0,0.0000,0
7057,UVD,United Van Hors,20.00,0.0000,0,0.0000,0
7058,UWB,United Western,25.90,-0.0500,Nan,-0.1927,Nan
7059,UWR,United Wire Rop,0.00,0.0000,Nan,Nan,Nan
7060,UC04,Unitedcarb,NT*,0.0000,Nan,0.0000,Nan
7061,UCL,Unitel Comm,0.00,0.0000,Nan,Nan,Nan
7062,UAI,Unity Agrotech,1.30,0.0500,Nan,4.0000,Nan
7063,UI17,Unity Infraproj,1.00,0.0000,0.01,0.0000,1.0100
7064,USL,Unity Steels,0.00,0.0000,Nan,Nan,Nan
7065,UA02,Universal Auto,48.50,0.0000,3.9,0.0000,8.74
7066,UC,Universal Cable,132.00,1.4500,1.60,1.1107,1.2300
7067,ULM,Universal Lug,56.60,-2.2000,Nan,-3.7415,Nan
7068,UPA,Universal Prime,1.48,0.0000,0,0.0000,0
7069,UCS,Universal Sec,1.35,0.0000,0,0.0000,0
7070,USC,Universal Starc,41.10,0.0500,-1.65,0.1218,-3.8600
7071,UVA,Universal Vita ,0.00,0.0000,Nan,Nan,Nan
7072,UI08,Uniworth Intl,0.80,-0.2000,Nan,-20.0000,Nan
7073,USL01,Uniworth Securi,10.05,10.0500,Nan,Nan,Nan
7074,FI01,Uniworth Text,3.00,0.1500,Nan,5.2632,Nan
7075,UF02,Unjha Formula,7.70,-0.3800,-0.80,-4.7030,-9.4100
7076,UI09,Unno Industries,0.49,0.0000,0,0.0000,0
7077,UPH,UP Hotels,297.70,0.0000,0,0.0000,0
7078,UPL,UP Lime Chem,1.45,0.0000,Nan,0.0000,Nan
7079,UPM,UP Mineral,1.00,-0.3000,Nan,-23.0769,Nan
7080,UF01,Upasana Finance,18.25,-0.0500,2.35,-0.2732,14.7800
7081,UC03,Upcom Cables,1.00,0.0000,Nan,0.0000,Nan
7082,UNIPH54293,UPIL,205.00,-2.0000,-7.00,-0.9662,-3.3000
7083,UGS,Upper Ganges,379.00,0.0000,0,0.0000,0
7084,UIF,Upsurge Invest,10.62,0.0000,-0.03,0.0000,-0.28
7085,UCA,Urvi Chemicals ,7.50,7.5000,Nan,Nan,Nan
7086,USB,US 64 Bonds,101.93,0.1200,Nan,0.1179,Nan
7087,VKS,USG Tech,2.17,0.0000,0,0.0000,0
7088,UI,Usha (India),10.85,-0.2500,Nan,-2.2523,Nan
7089,UI15,Ultracab India,66.90,0.0000,0.80,0.0000,1.2100
7090,UIF01,Usha Iron,95.00,0.0000,Nan,0.0000,Nan
7091,UI10,Usha Ispat,1.20,0.0000,Nan,0.0000,Nan
7092,UM01,Unison Metals,52.00,0.0000,0,0.0000,0
7093,UMI02,Usha Martin Edu,1.15,-0.0600,-0.12,-4.9587,-9.4500
7094,UMC,Usha Microproce,0.00,0.0000,Nan,Nan,Nan
7095,UU,Usha Udyog,38.00,0.0000,Nan,0.0000,Nan
7096,UFL,Ushakiran Fin,3.82,-0.2000,-0.41,-4.9751,-9.6900
7097,UMI,UshaMartin Ind,1.00,0.0000,Nan,0.0000,Nan
7098,UI11,Ushdev Intl,0.19,0.0000,0.00,0.0000,0.0000
7099,UA01,Usher Agro,1.27,0.0000,0,0.0000,0
7100,UP03,Ushma Polymers,0.35,0.0500,Nan,16.6667,Nan
7101,UT,UT,6.57,0.0000,0,0.0000,0
7102,UTI18,UTI - Gold,4580.00,10.0100,43.37,0.2190,0.9600
7103,UTI11,UTI EQ OPP96,11.25,0.0000,Nan,0.0000,Nan
7104,UTI05,UTI Grand Maste,15.45,0.5000,Nan,3.3445,Nan
7105,UTI13,UTI INDEX EQ,14.00,-1.2000,Nan,-7.8947,Nan
7106,UTI08,UTI Master EP 9,15.00,0.0000,Nan,0.0000,Nan
7107,UTI06,UTI MasterGrowt,22.00,0.0500,Nan,0.2278,Nan
7108,UTI12,UTI MEP 95,11.05,-0.9500,Nan,-7.9167,Nan
7109,UTI14,UTI MEP96,NT*,0.0000,Nan,0.0000,Nan
7110,UTI21,UTI NIFTY ETF,1228.55,22.6600,49.39,1.8791,4.1900
7111,UTI17,UTI Sunder,663.00,-69.7000,Nan,-9.5128,Nan
7112,UTI03,UTI UGS 2000,17.10,0.8500,Nan,5.2308,Nan
7113,UTI04,UTI UGS 5000,20.50,-0.5000,Nan,-2.3810,Nan
7114,UTI09,UTI Units 1992,14.60,-0.4000,Nan,-2.6667,Nan
7115,UTI20,UTI-Sensex ETF,408.57,4.8700,-5.26,1.2063,-1.2700
7116,UTI15,UTI-US64(CASH),NT*,0.0000,Nan,0.0000,Nan
7117,UTI16,UTI-US64(REINV),NT*,0.0000,Nan,0.0000,Nan
7118,UTINE21478,UTINEXT50,275.00,-13.7800,0,-4.7718,0
7119,AF12,Utique,1.15,0.0100,0.05,0.8772,4.55
7120,UT01,UTL Industries,5.66,-0.1100,-0.34,-1.9064,-5.6700
7121,USM,Uttam Sugar,81.00,-0.6000,1.75,-0.7353,2.2100
7122,LSI,Uttam Value,0.45,-0.0100,-0.02,-2.1739,-4.2600
7123,UTV,UTV Software,1083.05,1.0000,Nan,0.0924,Nan
7124,VBI,V B Industries,0.78,0.0000,-0.07,0.0000,-8.24
7125,FS04,White Lion Asia,1.73,0.0000,0,0.0000,0
7126,VRW01,V R Woodarts,5.99,0.0000,0,0.0000,0
7127,VI02,Vakrangee,29.00,-0.0500,1.90,-0.1721,7.0100
7128,VR03,V-Mart Retail,1980.00,7.8500,-48.70,0.3980,-2.4000
7129,VR02,V2 Retail,50.00,-0.4000,0.20,-0.7937,0.4000
7130,VTW,Va Tech Wabag,193.30,-1.5500,2.65,-0.7955,1.3900
7131,VDI,Vadilal Dairy,4.25,-0.1500,Nan,-3.4091,Nan
7132,VE,Vadilal Enter,1660.00,32.0500,94.90,1.9687,6.0600
7133,VFS,Vadilal Finance,1.00,0.0000,Nan,0.0000,Nan
7134,VI01,Vadilal Ind,789.30,-0.7000,10.25,-0.0886,1.3200
7135,VA01,Vafa Agro,0.50,0.0000,Nan,0.0000,Nan
7136,VG02,Vaibhav Global,1902.05,19.4500,89.80,1.0331,4.9600
7137,VP01,TeleCanor Glob,9.98,0.0000,-0.52,0.0000,-4.95
7138,MM08,SVP Housing,8.10,-0.3300,0,-3.9146,0
7139,VCC,Vaishno Cement,2.53,0.0000,0,0.0000,0
7140,VS,Vallabh Steels,9.49,0.0000,0.45,0.0000,4.98
7141,VA,Value Ind,2.27,0.0000,0,0.0000,0
7142,VE06,Valecha Engg,19.00,0.0000,0,0.0000,0
7143,VC01,Valiant Comm,35.00,-0.9500,-6.80,-2.6426,-16.2700
7144,VO03,Valiant Organic,2880.00,-45.4500,84.95,-1.5536,3.0400
7145,VPP,Vallabh Poly,2.95,0.0000,0,0.0000,0
7146,VA02,Valley Abrasive,1.00,0.0000,Nan,0.0000,Nan
7147,VMC,Avance Tech,0.49,0.0000,0,0.0000,0
7148,VB02,ING Vysya Bank,1027.70,0.0000,0,0.0000,0
7149,VIT,Coral Hub,0.71,0.0000,Nan,0.0000,Nan
7150,VI17,Vaswani Ind,5.91,0.0000,-0.05,0.0000,-0.84
7151,VR,Vamshi Rubber,19.50,-0.5000,0.25,-2.5000,1.3000
7152,VTI,Vanasthali Text,0.66,0.0000,Nan,0.0000,Nan
7153,VDC,Vanavil Dyes,69.70,1.7000,Nan,2.5000,Nan
7154,TK,Vandana,0.38,0.0100,0.00,2.7027,0.0000
7155,VB06,Vanta Bioscienc,189.90,5.0000,18.90,2.7042,11.0500
7156,VKA,Vantage Knowled,6.93,0.0000,0,0.0000,0
7157,VI03,Vantech Ind,4.05,0.6500,Nan,19.1176,Nan
7158,VT07,Vantel Tech,1.50,0.0300,Nan,2.0408,Nan
7159,VPM,Vapi Paper,33.80,0.0000,-3.6,0.0000,-9.63
7160,VDL,Varahi Diamonds,0.00,0.0000,Nan,Nan,Nan
7161,VWP,Vardhaman Wires,0.00,0.0000,Nan,Nan,Nan
7162,VA08,Vardhman Acryli,NT*,0.0000,Nan,0.0000,Nan
7163,SI52,Vardhman Concre,4.60,0.0000,0,0.0000,0
7164,VI04,Vardhman Ind,1.52,0.0000,0,0.0000,0
7165,VL,Vardhman Lab,0.51,0.0000,0,0.0000,0
7166,VSS01,Vardhman Steels,78.35,-1.6500,-1.50,-2.0625,-1.8800
7167,SFI04,Variman Global,14.20,0.6500,0,4.7970,0
7168,VAC,Varinder Agro,5.05,-0.4500,Nan,-8.1818,Nan
7169,VE08,Varroc Engineer,309.70,2.3000,4.75,0.7482,1.5600
7170,VB05,Varun Beverages,696.95,-1.8500,2.55,-0.2647,0.3700
7171,VC02,Varun Cements,2.00,0.2500,Nan,14.2857,Nan
7172,VI13,Varun Ind,1.61,0.0000,0,0.0000,0
7173,VML,Varun Mercantil,1.00,1.0000,Nan,Nan,Nan
7174,VPO,Varun Polymol,2.80,0.5500,Nan,24.4444,Nan
7175,VS02,Varun Seacon,0.80,0.0000,Nan,0.0000,Nan
7176,VSC,Varun Shipping,9.76,0.0000,0,0.0000,0
7177,VA03,Varuna Agro,1.00,0.0000,Nan,0.0000,Nan
7178,VI19,VKJ Infra,0.19,0.0000,0,0.0000,0
7179,VE01,Venus Universal,0.17,0.0000,0,0.0000,0
7180,VD,Vashisti Deter,25.20,0.2000,Nan,0.8000,Nan
7181,VR04,Vasundhara Ras,61.40,0.4000,-3.05,0.6557,-4.7300
7182,VI14,Visesh Infotech,0.19,0.0000,0,0.0000,0
7183,VC04,Vatsa Corp,1.35,-0.4000,Nan,-22.8571,Nan
7184,VE07,Vascon Engineer,9.21,0.4000,0.40,4.5403,4.5400
7185,VM05,Vatsa Music,81.50,0.0000,Nan,0.0000,Nan
7186,VC03,Yashraj Contain,2.78,0.0000,0.12,0.0000,4.51
7187,VBD,VB Desai Fin,2.80,-0.1400,-0.29,-4.7619,-9.3900
7188,VBC,VBC Ferro,19.45,0.0000,-1,0.0000,-4.89
7189,VBC02,VBC Industries,2.24,0.0000,0,0.0000,0
7190,VCK,VCK Capital,1.78,0.0000,0,0.0000,0
7191,VDM01,VCU Data Mgmt,3.52,-0.0700,0.00,-1.9499,0.0000
7192,SG,Vedanta,137.45,0.5500,0.45,0.4018,0.3300
7193,VC05,Vedvyas Cements,1.00,0.0000,Nan,0.0000,Nan
7194,VKF,Vee Kay Fibres,0.50,0.0000,Nan,0.0000,Nan
7195,VLE,Veejay Lakshmi,24.50,0.0000,-0.4,0.0000,-1.61
7196,VT,Veena Textiles,1.55,0.0000,Nan,0.0000,Nan
7197,VO06,Veeram Sec,45.00,0.0000,0,0.0000,0
7198,NI08,Veerhealth Care,8.15,-0.4000,-0.53,-4.6784,-6.1100
7199,VFF,Vegepro Foods,0.85,0.1000,Nan,13.3333,Nan
7200,VH01,Velan Hotels,2.48,0.0800,0.04,3.3333,1.6400
7201,VIP01,Velvette Pharma,3.10,0.1000,Nan,3.3333,Nan
7202,VP08,VKS Projects,0.04,0.0000,0,0.0000,0
7203,VHL,Venkataramana,0.00,0.0000,Nan,Nan,Nan
7204,VPF,Venlon Polyeste,1.26,0.0000,0,0.0000,0
7205,YDP,Venmax Drugs,4.18,0.0000,0,0.0000,0
7206,VP05,Ventron Polymer,0.95,-0.2000,Nan,-17.3913,Nan
7207,VG,Ventura Guarant,1.00,0.0000,Nan,0.0000,Nan
7208,VTC,Ventura Text,4.28,0.0000,0,0.0000,0
7209,VR01,Venus Remedies,145.50,6.9000,8.45,4.9784,6.1700
7210,VS03,Venus Sugar,0.76,-0.0200,Nan,-2.5641,Nan
7211,VS01,Valson Ind,14.88,0.0300,-0.07,0.2020,-0.4700
7212,VI05,Vergola India,1.00,0.0000,Nan,0.0000,Nan
7213,VSS,Vermani Steel,10.00,0.0000,0,0.0000,0
7214,VL01,Veronica Lab,3.52,0.1600,Nan,4.7619,Nan
7215,DC09,Veronica Prod,0.32,0.0000,0,0.0000,0
7216,VS12,Vertex Sec,0.89,0.0000,0.00,0.0000,0.0000
7217,LMG,Vertical Ind,8.10,0.0000,0,0.0000,0
7218,VA09,Vaksons Auto,21.30,3.5500,3.80,20.0000,21.7100
7219,VI06,Vesuvius India,881.25,2.5500,-5.35,0.2902,-0.6000
7220,VSC01,Veto Switch,42.90,0.4000,-0.35,0.9412,-0.8100
7221,VGP,VGP Finance,1.00,0.0000,Nan,0.0000,Nan
7222,JW,VHCL Industries,0.47,0.0000,0,0.0000,0
7223,VHE,VHEL Industries,1.00,0.0000,Nan,0.0000,Nan
7224,VMI,Via Media India,2.20,0.0000,Nan,0.0000,Nan
7225,HSG01,Viaan Ind,0.69,0.0000,0.03,0.0000,4.5500
7226,VGC,Vibrant Global,18.50,0.0000,0.55,0.0000,3.06
7227,VIP02,Vibrant Invt,1.00,0.0000,Nan,0.0000,Nan
7228,VO,Vibros Organics,3.91,-0.1900,Nan,-4.6341,Nan
7229,VSI,Vickers Systems,178.20,0.1000,Nan,0.0561,Nan
7230,VM01,Victoria Mills,1900.00,0.0000,-24.95,0.0000,-1.3
7231,VGI,Victory Glass,23.65,-5.8500,Nan,-19.8305,Nan
7232,VPB,Victory Paper,105.85,5.0000,6.35,4.9579,6.3800
7233,VPM01,Vidarbha Paper ,10.00,0.0000,Nan,0.0000,Nan
7234,VLF,Videocon Ind,2.11,0.0300,-0.12,1.4423,-5.3800
7235,VI,Videocon Intl,85.00,-0.3000,Nan,-0.3517,Nan
7236,VNE,Videocon Narmad,1.00,0.0000,Nan,0.0000,Nan
7237,VIS,Vidharbha Iron,1.00,-0.0500,Nan,-4.7619,Nan
7238,VI07,Vidhi Ind,2.00,0.0000,Nan,0.0000,Nan
7239,VDM,Vidhi Spec,134.95,12.4000,24.30,10.1183,21.9600
7240,VAI,Vidiani Agrotec,0.60,0.0000,Nan,0.0000,Nan
7241,VE02,Vidiani Enginee,3.00,0.0000,Nan,0.0000,Nan
7242,VR05,VIDLI Rest.,22.50,0.0000,5.71,0.0000,34.01
7243,VA07,Vif Airways,1.00,0.0000,Nan,0.0000,Nan
7244,VE8,Vigneshwara,NT*,0.0000,Nan,0.0000,Nan
7245,VRL,Vijay Remedies ,0.00,0.0000,Nan,Nan,Nan
7246,VSB,Vijay Shanthi,3.77,0.0000,0,0.0000,0
7247,VSF01,Vijay Shanthi,0.00,0.0000,Nan,Nan,Nan
7248,VS04,Vijay Solvex,532.90,25.3500,94.40,4.9946,21.5300
7249,VT08,Vijay Textiles,42.25,-0.1000,0.15,-0.2361,0.3600
7250,VB03,Vijaya Bank,46.10,0.0000,0,0.0000,0
7251,VCC02,Vijaya Commer,1.00,0.0000,Nan,0.0000,Nan
7252,VL02,Vijaya Leasing,1.00,0.0000,Nan,0.0000,Nan
7253,VML01,Vijayakumar Mil,0.00,0.0000,Nan,Nan,Nan
7254,VCF,Vijayshree Cap,1.00,0.0000,Nan,0.0000,Nan
7255,VCI01,Vijayshree Chem,1.00,0.0000,Nan,0.0000,Nan
7256,VF08,Viji Finance,0.57,0.0200,0.05,3.6364,9.6200
7257,VB01,Vijra Bearings,1.30,0.0500,Nan,4.0000,Nan
7258,VS05,Vikalp Sec,12.35,0.0000,0.21,0.0000,1.73
7259,VIKAS54265,Vikas Multi,7.37,-0.3800,-0.78,-4.9032,-9.5700
7260,AD03,Vikas Proppant ,2.83,-0.0400,0.03,-1.3937,1.07
7261,VWS,Vikas WSP,4.21,-0.1500,0.42,-3.4404,11.0800
7262,VMP,Vikash Metal,0.55,0.0000,Nan,0.0000,Nan
7263,VP02,Vikram Projects,0.60,0.0000,Nan,0.0000,Nan
7264,VS14,Vikram Software,1.00,0.0000,Nan,0.0000,Nan
7265,VTI03,Vikram Thermo,180.00,0.5000,3.00,0.2786,1.6900
7266,VT02,Vikrant Tyres,17.60,0.0500,Nan,0.2849,Nan
7267,VE05,Vikshit Eng,4.00,0.0000,Nan,0.0000,Nan
7268,VOF01,Vimal Oil,NT*,0.0000,Nan,0.0000,Nan
7269,VOF,Vimal Oils,4.89,0.0000,0,0.0000,0
7270,VL04,Vimta Labs,121.30,2.9500,8.25,2.4926,7.3000
7271,VTC01,Vinaditya Trad,0.88,0.0000,0,0.0000,0
7272,VO01,Vinati Organics,1330.75,-4.5000,55.70,-0.3370,4.3700
7273,VCL,Vinay Cements,44.40,0.0500,Nan,0.1127,Nan
7274,VIL,Vinayak Ind,0.00,0.0000,Nan,Nan,Nan
7275,VPI02,Vinayak Polycon,7.70,0.0000,0,0.0000,0
7276,VVL,Vinayak Vanijya,0.00,0.0000,Nan,Nan,Nan
7277,VT03,Vindhya Telelin,781.00,-8.0000,-2.70,-1.0139,-0.3400
7278,VC06,Viniyoga Cloth,1.00,0.0000,Nan,0.0000,Nan
7279,VF07,Vinsari Fruit,14.50,0.0000,Nan,0.0000,Nan
7280,VCC04,Vintage Cards,1.91,0.0000,Nan,0.0000,Nan
7281,VF05,Vintage Food,41.45,-3.5500,Nan,-7.8889,Nan
7282,VS07,Vintage Sec,12.72,0.0000,-0.66,0.0000,-4.93
7283,VRF,Vintek RF Prod,0.00,0.0000,Nan,Nan,Nan
7284,VI08,Vintron Ind,0.47,-0.0100,-0.07,-2.0833,-12.9600
7285,VCI02,Vinyl Chemicals,96.50,-1.1500,-1.60,-1.1777,-1.6300
7286,V01,Vinyoflex,18.30,-0.7000,0.15,-3.6842,0.8300
7287,MI53,Bkm industries,0.94,-0.0200,-0.01,-2.0833,-1.0500
7288,VIP,VIP Industries,289.15,0.9500,-7.30,0.3296,-2.4600
7289,VI09,Vippy Ind,7.12,0.0000,0,0.0000,0
7290,VS08,Vippy Spinpro,31.05,-1.9500,-1.95,-5.9091,-5.9100
7291,VC,Vipras Corp,1.50,0.0000,Nan,0.0000,Nan
7292,VD01,Vipul Organics,109.00,1.7000,5.80,1.5843,5.6200
7293,VSL02,Vipul Sec,0.00,0.0000,Nan,Nan,Nan
7294,VDL01,Vir Developers ,0.00,0.0000,Nan,Nan,Nan
7295,VA04,Viraj Alloys,0.55,-0.1500,Nan,-21.4286,Nan
7296,VF06,Viraj Forgin,2.15,-0.7000,Nan,-24.5614,Nan
7297,VF,Viral Filaments,0.70,0.0000,Nan,0.0000,Nan
7298,VS09,Viral Syntex,0.60,-0.0500,Nan,-7.6923,Nan
7299,VCI03,Virat Crane,18.00,-0.1500,-0.05,-0.8264,-0.2800
7300,VI10,Virat Ind,31.00,1.0500,1.00,3.5058,3.3300
7301,VL08,VRL Logistics,164.05,-1.2500,3.85,-0.7562,2.4000
7302,OM,Virgo Global,0.47,0.0000,0,0.0000,0
7303,VPI,Virgo Polymers,1.10,0.0000,Nan,0.0000,Nan
7304,VDS,Virtual Dynamic,1.00,0.0000,Nan,0.0000,Nan
7305,VGE,Virtual Global,0.17,0.0000,0,0.0000,0
7306,VS15,Visa Steel,6.06,0.0000,0.00,0.0000,0.0000
7307,IF,Visagar Fin,0.60,-0.0100,-0.03,-1.6393,-4.7600
7308,VI11,Visaka Ind,325.30,12.8500,30.95,4.1127,10.5100
7309,VAF,Visakha AquaFar,1.00,0.0000,Nan,0.0000,Nan
7310,VTA,Visco Trade Ass,13.85,0.0000,0,0.0000,0
7311,VI15,Visu Intl,0.47,0.0000,0,0.0000,0
7312,VAI03,Vishal Agritech,1.10,0.0000,Nan,0.0000,Nan
7313,VB,Valplus Biotech,3.00,-0.2500,Nan,-7.6923,Nan
7314,VC07,Vishal Chairs,0.65,-0.1500,Nan,-18.7500,Nan
7315,VEO,Vishal Exports,0.45,-0.0200,Nan,-4.2553,Nan
7316,VF01,Precision Cont,0.19,0.0000,0,0.0000,0
7317,VF02,Vishal Footwear,1.00,0.0000,Nan,0.0000,Nan
7318,VLI,Vishal Latko,2.20,0.4000,Nan,22.2222,Nan
7319,VM02,Vishal Malleabl,27.95,0.0000,0,0.0000,0
7320,VPI01,Vishal Papertec,0.00,0.0000,Nan,Nan,Nan
7321,VC17,Vani Commercial,3.45,0.0000,0,0.0000,0
7322,VSM,Vishnu Sugar,3978.40,0.0000,0,0.0000,0
7323,VAI01,Vishnupriya Agr,3.50,0.0000,Nan,0.0000,Nan
7324,VE03,Vishva Electron,2.35,0.3500,Nan,17.5000,Nan
7325,VVE,Vishva Vishal,0.00,0.0000,Nan,Nan,Nan
7326,VIL01,Vishvakirti Inv,0.00,0.0000,Nan,Nan,Nan
7327,VT05,Vishvaprabha,62.70,2.9000,5.70,4.8495,10.0000
7328,VTL01,Vishvjyoti Trad,16.35,0.0000,0,0.0000,0
7329,VC08,Vishwa Cement,9.80,0.0000,Nan,0.0000,Nan
7330,BBF,Vishwamitra Fin,21.45,0.0000,0,0.0000,0
7331,VSI01,Vishwaraj Sugar,104.15,4.1000,5.35,4.0980,5.4100
7332,VS10,Vishwas Steels,1.40,-0.0500,Nan,-3.4483,Nan
7333,VCT,Visie Cyber,1.00,0.0000,Nan,0.0000,Nan
7334,VTI01,Vision Cinemas,0.57,-0.0300,-0.09,-5.0000,-13.6400
7335,VO02,Vision Organics,1.15,0.0500,Nan,4.5455,Nan
7336,VP03,Vista Pharma,9.23,0.3400,0.50,3.8245,5.7300
7337,VI16,V-Guard Ind,168.20,-2.4000,3.10,-1.4068,1.8800
7338,VI12,Visualsoft,79.90,-0.3000,Nan,-0.3741,Nan
7339,VC15,Vital Comm,0.69,0.0200,Nan,2.9851,Nan
7340,VF03,Vital Foods,1.50,0.2000,Nan,15.3846,Nan
7341,VAI04,Vitan Agro,4.66,0.0000,0,0.0000,0
7342,VC09,Vitara Chemical,0.80,-0.2000,Nan,-20.0000,Nan
7343,VITES54082,Vitesse Agro Li,75.80,3.5000,0,4.8409,0
7344,VM04,Vitta Mazda,0.55,0.0000,Nan,0.0000,Nan
7345,VIVAN54173,Vivanta Industr,3.10,0.0000,-0.05,0.0000,-1.5900
7346,II06,Vivanza Bio,21.60,0.3900,2.36,1.8388,12.2700
